class_id,treatment_type,product_id,review_author_name,review_date,review_content,review_rating,review_is_verified
insects,Chimique,B007ROV0BU,Arthur Turner,"Reviewed in the United States on January 11, 2018",Didn't kill a mite relative that I'm after.,2.0 out of 5 stars,Verified Purchase
insects,Chimique,B007ROV0BU,Lisa Meyers,"Reviewed in the United States on November 6, 2016",This was a friend's purchase. He said it works better than he was told.,5.0 out of 5 stars,Verified Purchase
insects,Chimique,B007ROV0BU,Kenneth,"Reviewed in the United States on April 17, 2015","I tried to kill springtails in soil with this stuff, after a few months I had no success in killing them, so it didn;t work for me?",1.0 out of 5 stars,Verified Purchase
insects,Chimique,B007ROV0BU,Amazon Customer,"Reviewed in the United States on December 16, 2017",is a very good Biological Insecticide,5.0 out of 5 stars,Verified Purchase
insects,Chimique,B007ROV0BU,Amazon Customer,"Reviewed in the United States on June 8, 2017","Does not work for root aphids, they seem to love this stuff!",1.0 out of 5 stars,Verified Purchase
insects,Chimique,B007ROV0BU,Amazon Customer,"Reviewed in the United States on July 2, 2017",This is not sugar!,5.0 out of 5 stars,Verified Purchase
insects,Chimique,B007ROV0BU,AP,"Reviewed in the United States on August 15, 2017",didnt work at all.,1.0 out of 5 stars,Verified Purchase
insects,Chimique,B007ROV0BU,Natalie Broders,"Reviewed in the United States on July 23, 2015",meh,1.0 out of 5 stars,Verified Purchase
insects,Chimique,B007ROV0BU,Hawaii volcano coffee,"Reviewed in the United States on December 14, 2014",Good for our use need bigger amounts,5.0 out of 5 stars,Verified Purchase
insects,Chimique,B007ROV0BU,Sue,"Reviewed in the United States on October 25, 2014","Works, so glad I bought this!",5.0 out of 5 stars,Verified Purchase
insects,Chimique,B007ROV0BU,John R.,"Reviewed in the United States on July 26, 2015",works,5.0 out of 5 stars,Verified Purchase
insects,Chimique,B007ROV0BU,H. Quade,"Reviewed in the United States on November 5, 2014",Works very well,5.0 out of 5 stars,Verified Purchase
insects,Chimique,B007ROV0BU,Richard K,"Reviewed in the United States on July 9, 2014","Worked great. Didn't use it for intended purpose. It was used to eliminate an out break caused by an unsavory visitor. This along with bed covers, diatomaceous earth, and moving beds away from walls solved the problem. We haven't caught a single one since two months after treatments began. We check every month with dry ice traps. It'll be one year to the day on August 2nd, 2014.Use this every two weeks for three months. We only needed a half gallon per treatment. After treatment we still have 3/4 of the container. We know this works since the bugs in question were found with red(blood) spores growing out of them. These were barely alive when we found them. We also found other unrelated bugs with white spores growing out of them. Needless to say, this basically eliminated most bugs in our house. Minor allergy developed during use in one house member, though said member only exhibited allergy when actively complaining about it. The rest of the time, she was fine and never needed anything for her allergy. No one else was affect short of relief that the infestation was over.Side note: Was estimated a 4k+ cleanup cost by exterminators who only offered a three month guarantee. Total cost for self extermination was 600$.",5.0 out of 5 stars,
insects,Chimique,B007ROV0BU,Amy,"Reviewed in the United States on July 23, 2014","Great stuff-- I used it in my house for some critters that are not listed, but very hard to get rid of-- and it worked great without any toxicity for the residing plants, animals, or humans.  Beauveria  Bassiana will be used in a new product for household use to kill bedbugs that will be produced next year and available to pest control companies only-- see the Penn State research. Botaniguard is great for the do- it -your-selfer, and those who can't afford a pest control service. Organic gardeners,  including us, have used it in our gardens to control insect blights. It is a natural organism that does not affect humans or animals when used as directed. The directions indicate that it can be used for indoor nurseries and plants.",5.0 out of 5 stars,
insects,Chimique,B007ROV0BU,Donna P.,"Reviewed in the United States on June 7, 2018","This product killed all of my squash bugs/stink bugs in a day! I used the powder straight, though.  Tiny amount sprinkled at the base of the plant under the buds. Later I mixed it with talcum powder for another application, but I don't think I needed a second application. I don't know if I had borers, but the plants were turning yellow, and now they are greening up. I think this works on borers as well. Hope you have good success too.",5.0 out of 5 stars,
insects,Chimique,B007ROV0BU,T. Roach,"Reviewed in the United States on August 28, 2019",This stuff infects lanternflies and uses their bodies to produce more spores. This stuff is great and so far it's works. I've found dead lanternflies on my property. I will continue to use this as it's better than poisons and actually multiplies by killing the pests thereby infecting even more of these invaders.,5.0 out of 5 stars,
insects,Chimique,B007ROV0BU,NathanSell,"Reviewed in the United States on August 23, 2021","I ordered this because my back patio was taken over by ants, gnats, mosquitos, spiders, leaf miners, aphids, you-name-it-it-was-there!  I couldn't set on the patio without being driven inside by insects and I get migraines from strong chemical smells, so this stuff is a godsend.  I've used it twice over the last 6 weeks and you can tell everywhere I've sprayed the bacteria that it has wiped out a lot of the pests that normally flourish in the sandy soil next to my patio.  All of the rosebushes that were dying are now recovering, as well as all the shrubs, the yarrow, the spearmint, the ornamental ginger and turmeric plants, as well.  This stuff is the best investment I've made in a while.  Well worth the price. Also, it hasn't rained here in a couple weeks and the only plants holding up okay are the ones I sprayed!  I'm so glad I tried it.  Plus, it doesn't kill all the good stuff in the soil like synthetic pesticides.  I'm sold forever.",5.0 out of 5 stars,Verified Purchase
insects,Chimique,B007ROV0BU,Joshua Woodham,"Reviewed in the United States on April 23, 2022",Research and do it to it but def worth it.,5.0 out of 5 stars,Verified Purchase
insects,Chimique,B007ROV0BU,Daniel,"Reviewed in the United States on June 8, 2022",Excellent product for aphids,5.0 out of 5 stars,Verified Purchase
insects,Organic,B00D8NQ26C,W. Wright,"Reviewed in the United States on November 5, 2023","I've been using this (concentrate) for a while now.  This small amount goes a long way however.  You need to dilute it well, and put it in to a regular spray bottle, so that you can spray leaves on plants.  My plants in particular are Lantana's.  There is a moth that lays eggs on the Lantana, and when they hatch, then they becomes small worms which will eat all of the young (new) growth on a Lantana bush.  However, if you use this sparingly (dilute it well), and spray the top side and bottom side of all Lantana bush leaves, then it will discourage (or kill entirely) the stupid bugs that eat my plants.  I have been using this concentrate for years with great success.  You might want to wear gloves when applying it, because the mixture is very toxic (kind of) and will stay on your skin for a long time and is hard to get off, when you are spraying plants.  So I always wear some cheap, thin, disposable clear hand covers when applying this stuff.  Hope this helps!",5.0 out of 5 stars,Verified Purchase
insects,Organic,B00D8NQ26C,Jdean1958,"Reviewed in the United States on August 13, 2023",I had some weird fungus is some landscaping. The nursery recommended this stuff. Much less $ to purchase here. Follow the directions and in a week all is well,5.0 out of 5 stars,Verified Purchase
insects,Organic,B00D8NQ26C,The Dawg,"Reviewed in the United States on July 2, 2023","I have used this for years, it is very helpful in preventing pests. I primarily use neem oil to control pests, since it is safer for pollinators. However, I often find that neem oil alone is not effective, adding in the pyrethrin, really helps with more complete control.",5.0 out of 5 stars,Verified Purchase
insects,Organic,B00D8NQ26C,Dottie From the Block,"Reviewed in the United States on July 28, 2014","I didn't want to resort to chemicals for bug control, but finally had to breakdown, the leafhoppers were sucking all of the foliage on my plants dry and no amount of eco-friendly sprays were touching them. This is easy enough to apply I used a pump sprayer. The leaf hoppers went from small swarms to just a few overnight. I checked this over the following days to make sure they were really diminished in number and it seems they are. I need to spray some more to get rid of them completely/keep their numbers low, but overall this works.",4.0 out of 5 stars,Verified Purchase
insects,Organic,B00D8NQ26C,Bruce L,"Reviewed in the United States on September 21, 2023",My fruit trees were having issues and losing leaves in super hot conditions. This worked perfectly to get rid of whatever issue they had.,5.0 out of 5 stars,Verified Purchase
insects,Organic,B00D8NQ26C,Charlotte,"Reviewed in the United States on June 19, 2023",Spray this on my Mexican petunias which are forever covered in powdery mildew. It works. Spray in early morning or evening though so you don’t kill the bees.,5.0 out of 5 stars,Verified Purchase
insects,Organic,B00D8NQ26C,sloan,"Reviewed in the United States on September 22, 2023",This is a concentrate. Dint use it directly on leaves! Otherwise it did its job.,3.0 out of 5 stars,Verified Purchase
insects,Organic,B00D8NQ26C,Lonesomerider,"Reviewed in the United States on August 3, 2021","I had to special order this from another source last year. I couldn't be more pleased! I have maybe 14 or so fruit trees that I constantly battled bugs on. I tried a lot of different product before this. This works the best of any I've used. Mixes 2 Tbl per gal, and it actually smells good! My trees look the best they ever have.  I see on the label it says it is suitable for all fruits and vegetables, so thought I'd give it a shot in the garden.  Works great there, too! I've found ONE tomato worm, NO potato bugs, and NO squash bugs. It did a decent job keeping the cabbage worm free also.  Couldn't be happier with it!",5.0 out of 5 stars,Verified Purchase
insects,Organic,B00D8NQ26C,jamisan,"Reviewed in the United States on July 7, 2023",It's very convenient to have 3-in-1 but I applied it to my rose bush top and bottom of the leaves as instructed but even without rain the bugs were still at the leaves the next day so I applied it again. We'll see...,3.0 out of 5 stars,Verified Purchase
insects,Organic,B00D8NQ26C,Denise,"Reviewed in the United States on July 12, 2023",It’s not an imitation,5.0 out of 5 stars,Verified Purchase
insects,Organic,B00D8NQ26C,Gavin.liu,"Reviewed in the United States on June 25, 2023",worked really well,5.0 out of 5 stars,Verified Purchase
insects,Organic,B00D8NQ26C,Deborah Gelsebach,"Reviewed in the United States on May 15, 2023",Used this before to keep insects off of my outside flowers.,5.0 out of 5 stars,Verified Purchase
insects,Organic,B00D8NQ26C,Luisa,"Reviewed in the United States on May 19, 2023",Happy orchid for sure,5.0 out of 5 stars,Verified Purchase
insects,Organic,B00D8NQ26C,G Metoyer,"Reviewed in the United States on February 24, 2023","The product has eliminated mealy bugs from our house plants.  It did take multiple applications, but it worked fine.",5.0 out of 5 stars,Verified Purchase
insects,Organic,B00D8NQ26C,Teresa Habben,"Reviewed in the United States on May 5, 2022",I purchased two tangerine trees and the grower gave me a list of items to use and instructions for planting. These products have worked wonderfully and I'm very satisfied with the results.,5.0 out of 5 stars,Verified Purchase
insects,Organic,B00D8NQ26C,MG500,"Reviewed in the United States on June 1, 2021","I've used this product on a few things so far.This plus a neem oil application cleaned up spit bugs on my rosemary/lavender plants very quickly, but for mites on one of my rose bushes it's done absolutely nothing.  I've sprayed it a few times now and the mites are like ""oh god it's raining lets hide"" when I'm spraying the plant with it, but the next day they are back in full force...",3.0 out of 5 stars,Verified Purchase
insects,Organic,B00D8NQ26C,Bernice Barnes,"Reviewed in the United States on August 14, 2022",This product did the job. The black mold on my plants is peeling off.,5.0 out of 5 stars,Verified Purchase
insects,Organic,B00D8NQ26C,Mrs Betty Turner,"Reviewed in the United States on June 8, 2020","I use this biweekly at 1/2T to 2 pints on my roses and vegetable to control molds, mildews, and fungus. I’ve found it also controls mushroom in the shady parts of my lawn. I hate spraying for insects but I hate them eating my food much more. Overall, this is in my garden care rotation from now on.",5.0 out of 5 stars,Verified Purchase
insects,Organic,B00D8NQ26C,Lisa Dugan,"Reviewed in the United States on July 3, 2019",I had purchased small premix version if this and really thought it worked well. Since switching to concentrated version I have had issues with it working well. I emailed company to see if I am mixing improperly. Awaiting response  from them. No reason concentrated shouldnt work as well but felt need to mention. I do endorse this product in premixed form. Worked well.This is a season in Arizona where pests are REALLY problematic this year. That may be part of problem as well.,3.0 out of 5 stars,Verified Purchase
insects,Organic,B00D8NQ26C,Cindy,"Reviewed in the United States on July 9, 2022",Awesome product!  A must use African violets,5.0 out of 5 stars,Verified Purchase
insects,Organic,B00D8NQ26C,Julie,"Reviewed in the United States on August 30, 2020","I wish I could have found Fertilome triple action PLUS only because that’s what I used in the past, but this probably did the job just as well.",4.0 out of 5 stars,Verified Purchase
insects,Organic,B00D8NQ26C,Sharee K.,"Reviewed in the United States on August 17, 2022",,5.0 out of 5 stars,Verified Purchase
insects,Organic,B00D8NQ26C,Jennifer L. NOLA,"Reviewed in the United States on April 25, 2021",The instructions for mixing should have been  one of the first two pages and not on the back side of the bottom half of the third page.  Did not seem to work well.  Mostly Neem oil.,3.0 out of 5 stars,Verified Purchase
insects,Organic,B00D8NQ26C,William L.,"Reviewed in the United States on April 26, 2022","Easy to apply, powerful",5.0 out of 5 stars,Verified Purchase
insects,Organic,B00D8NQ26C,MontanaMenagerie,"Reviewed in the United States on October 21, 2019","Great product. I use it on my indoor houseplants that have suffered from mealy bugs. I haven’t needed to use it outdoors but I will if I have to. I prefer to let the ladybugs and lacewings, ect  eat the bad bugs outside.",5.0 out of 5 stars,Verified Purchase
insects,Organic,B00D8NQ26C,Mike,"Reviewed in the United States on February 22, 2021",Smell was a lot more intense than the regular bottles and it killed my plants but it did get rid of the bugs.,3.0 out of 5 stars,Verified Purchase
insects,Organic,B00D8NQ26C,Brenda,"Reviewed in the United States on June 16, 2021",Seems to be helping my plants to stay healthy!,5.0 out of 5 stars,Verified Purchase
insects,Organic,B00D8NQ26C,Amazon Customer,"Reviewed in the United States on May 2, 2020",like the easy application,4.0 out of 5 stars,Verified Purchase
insects,Organic,B00D8NQ26C,Amazon Customer,"Reviewed in the United States on May 11, 2020",It was effective in ridding my Yuletide Camellia of insects.,5.0 out of 5 stars,Verified Purchase
insects,Organic,B00D8NQ26C,Amazon Customer,"Reviewed in the United States on February 25, 2021",cheaper at home depot,3.0 out of 5 stars,Verified Purchase
insects,Organic,B00D8NQ26C,Bruce Daniel,"Reviewed in the United States on April 8, 2021",good stuff,5.0 out of 5 stars,Verified Purchase
insects,Organic,B00D8NQ26C,Rodney Pena,"Reviewed in the United States on September 19, 2020",Works well on all types of pest,5.0 out of 5 stars,Verified Purchase
insects,Organic,B00D8NQ26C,Jinkie,"Reviewed in the United States on July 11, 2020",Can't go wrong with Fertilome especially this product.,5.0 out of 5 stars,Verified Purchase
insects,Organic,B00D8NQ26C,Alma Fuentes,"Reviewed in the United States on July 30, 2020",This works wonders on our Floratan lawn,5.0 out of 5 stars,Verified Purchase
insects,Organic,B00D8NQ26C,Beebo,"Reviewed in the United States on October 25, 2017","I don't know if it works or not, but the seller/shipper glued the shipping label directly onto the back of the product.... completely covering the instructions! Stupid.",3.0 out of 5 stars,Verified Purchase
insects,Organic,B00D8NQ26C,matt hirsch,"Reviewed in the United States on June 13, 2020",As written- this stuff is awesome,5.0 out of 5 stars,Verified Purchase
insects,Organic,B00D8NQ26C,Amazon Customer,"Reviewed in the United States on March 30, 2019","works great on a host of garden problems with fungus, insects and mites.",5.0 out of 5 stars,Verified Purchase
insects,Organic,B00D8NQ26C,SandyC,"Reviewed in the United States on September 3, 2015","I had paid more for this product locally and it does a fairly good job.  It does not work as well as the strong chemical poisons, but it can be used up to the harvest.",5.0 out of 5 stars,Verified Purchase
insects,Organic,B00D8NQ26C,EO,"Reviewed in the United States on May 6, 2019",Manufacture offers great support. Very friendly and willing to answer your questions.,5.0 out of 5 stars,Verified Purchase
insects,Organic,B00D8NQ26C,Joel,"Reviewed in the United States on September 28, 2020",Great product,5.0 out of 5 stars,Verified Purchase
insects,Organic,B00D8NQ26C,G.C. Ryan,"Reviewed in the United States on April 13, 2020",As described,5.0 out of 5 stars,Verified Purchase
insects,Organic,B00D8NQ26C,groverutah,"Reviewed in the United States on June 29, 2016",This is the best thing I have found for mealybugs on houseplants. I combine it with a systemic granular insecticide and the problem is gone.,5.0 out of 5 stars,Verified Purchase
insects,Organic,B00D8NQ26C,James,"Reviewed in the United States on April 27, 2019",gets rid of the bugs very well,5.0 out of 5 stars,Verified Purchase
insects,Organic,B00D8NQ26C,Linda Helm,"Reviewed in the United States on January 21, 2020",Good product,5.0 out of 5 stars,Verified Purchase
insects,Organic,B00D8NQ26C,Joe Hov,"Reviewed in the United States on July 31, 2021",I thought it was a concentrateOnly 8 ozOf product,2.0 out of 5 stars,Verified Purchase
insects,Organic,B00D8NQ26C,jmc13207,"Reviewed in the United States on August 19, 2019",love this stuff,5.0 out of 5 stars,Verified Purchase
insects,Organic,B00D8NQ26C,Scotty,"Reviewed in the United States on October 29, 2020","Followed the instructions and after several applications, still could not get rid of squash bugs or ants on my okra.",2.0 out of 5 stars,Verified Purchase
insects,Organic,B00D8NQ26C,Michael Culbert,"Reviewed in the United States on October 10, 2019",Great,5.0 out of 5 stars,Verified Purchase
insects,Organic,B00D8NQ26C,Cheryl Ohmer,"Reviewed in the United States on August 28, 2022","Used in greenhouse.  Aphid and spider mites infestation,  this product did nothing.",1.0 out of 5 stars,Verified Purchase
insects,Organic,B00D8NQ26C,Mommyzilla78,"Reviewed in the United States on January 6, 2019",Seems to do the trick,5.0 out of 5 stars,Verified Purchase
insects,Organic,B00D8NQ26C,LISA G.,"Reviewed in the United States on March 30, 2021",I mixed the poison with water and sprayed my plants (dirt).  One of my more fragile plants is dying (which was expected) but the fungus flies reign supreme. :(,1.0 out of 5 stars,Verified Purchase
insects,Organic,B00D8NQ26C,Believing,"Reviewed in the United States on October 21, 2016",Requires lots of applications to actually work.,3.0 out of 5 stars,Verified Purchase
insects,Organic,B00D8NQ26C,joanne,"Reviewed in the United States on December 3, 2021","Not sure how this works on outdoor plants but definitely does not kill fungus gnats on indoor plants! It killed many of my plants, turned leaves yellow.",1.0 out of 5 stars,Verified Purchase
insects,Organic,B00D8NQ26C,E W,"Reviewed in the United States on April 4, 2015",I have used Triple Action Plus for about 5 years on our plants and vegetables and it works great.,5.0 out of 5 stars,Verified Purchase
insects,Organic,B00D8NQ26C,Nicholas Giovanni,"Reviewed in the United States on November 20, 2017",Great product! Kept aphids off my asparagus,5.0 out of 5 stars,Verified Purchase
insects,Organic,B00D8NQ26C,Amazon Customer,"Reviewed in the United States on May 11, 2021","Seller is trying dump out dated chemicals on us, the manufacture stated in a e-mail it was from 2013.",1.0 out of 5 stars,Verified Purchase
insects,Organic,B00D8NQ26C,Jeff Green,"Reviewed in the United States on May 30, 2018",As described,5.0 out of 5 stars,Verified Purchase
insects,Organic,B00D8NQ26C,Amazon Customer,"Reviewed in the United States on June 12, 2020",The product arrived at my post office and was damaged and spilled all over the floor upon arrival. Had to throw it in the trash.,1.0 out of 5 stars,Verified Purchase
insects,Organic,B00D8NQ26C,Virginia Olson,"Reviewed in the United States on July 19, 2016",Works great on my veggies and roses. Took care of my mite problem.,5.0 out of 5 stars,Verified Purchase
insects,Organic,B00D8NQ26C,Bonnie H. Merrill,"Reviewed in the United States on October 1, 2016",Very good stuff for many problems with your plants...,5.0 out of 5 stars,Verified Purchase
insects,Organic,B00D8NQ26C,DBLH,"Reviewed in the United States on October 3, 2015",Been using this product for years. It works well.,5.0 out of 5 stars,Verified Purchase
insects,Organic,B00D8NQ26C,Amazon Customer,"Reviewed in the United States on October 10, 2016",grate,5.0 out of 5 stars,Verified Purchase
insects,Organic,B00D8NQ26C,robert,"Reviewed in the United States on May 9, 2015",works great,5.0 out of 5 stars,Verified Purchase
insects,Organic,B00D8NQ26C,Josie Wales,"Reviewed in the United States on June 5, 2019",I no longer see squash bugs or aphids so I guess it's doing a good job.,5.0 out of 5 stars,
insects,Organic,B00D8NQ26C,J. Davis,"Reviewed in the United States on August 18, 2015","I wasted the whole growing season having false faith in this product that was recommended by the local nursery. From what I can tell on other reviews it seems people are just as pleased as can be.  I seem to be the only person alive that has fungus, disease, insects, mites, you name it, all over my veggies. If this product did just one of the many things it promises I would at least have one veggie left. But this product did nothing for my aphids, in fact, it seemed to fire them up to eat more. Powdery mildew was on one maybe two leaves of my cucumber when I sprayed as directed, it acted more like a plague distributor as now there is powdery mildew everywhere despite my di!igent temp checks and humidity monitoring and following application instructions to a t. Yes I got top and bottom of each leaf, I got stems, I got new growth, I got the soil, instead of gaining some kind of control, the fungus took over within a week and aside from letting my plant slowly get sucked dry I am tempted to burn it all down. Then I got aphids on my lettuce and they were literally covering the entire plant. I doused it with fertilome and there was nary a single death. It almost seemed they were raising their tiny glasses and cheering me. Next came spider mites on my greenbeans.  This product had no effect. None. This magical potion promises so much. And I have so much I need taken care of. Out of all the insects, diseases, funguses, and mites its supposed to eradicate, is it too much to ask to get just one thing?  Just one?  But no, for me the magic has worn off and all I am left with is putrid smelling worthlessness - although I may have lung cancer in my near future so there's that.  Oh ya and my millions upon millions of new disgusting life destroying scurg of the earth. And just so you know, I have a greenhouse that has a water drip system on a timer, the temperature is regulated morning and night, sterilized soil and vermiculite with monthly fertilization with granular fertilizer along with calcium and phosphates for the tomatoes all are provided via product instructions.  I wanted it to work. I really truly did. I gave it many chances to do something . . anything . . . entire growing season.  . . It simply does not work. Just doesn't. It smells bad and gives me a headache figuratively and literally. Not recommended for greenhouse veggies and fruits.",1.0 out of 5 stars,
insects,Organic,B00D8NQ26C,Amazon Customer,"Reviewed in the United States on July 5, 2019",this price is crazy. go to do my own pest control and pay over a third less and still get free shipping. what a joke,1.0 out of 5 stars,
insects,Organic,B00D8NQ26C,Dan in MN,"Reviewed in the United States on July 15, 2022","My local fertilizer and farm elevator owner suggested this for my apple trees and vegetable garden.  Keeps the bugs, ants and hornets from eating the fruit and the leaves.",5.0 out of 5 stars,Verified Purchase
insects,Organic,B00D8NQ26C,Susan S,"Reviewed in the United States on May 31, 2022",I hear this take care a a terrible rose bush virus. I like my roses every year I have to protect them.,5.0 out of 5 stars,Verified Purchase
insects,Organic,B00D8NQ26C,Investor101,"Reviewed in the United States on August 5, 2022",Works as directed. Been using for years.,5.0 out of 5 stars,Verified Purchase
insects,Organic,B00D8NQ26C,Sandra,"Reviewed in the United States on June 8, 2021",Only works for 8 or 9 days before needs more treatment. Stress no chemical smell,3.0 out of 5 stars,Verified Purchase
insects,Organic,B00D8NQ26C,Big john,"Reviewed in the United States on August 13, 2022","It really helps my plants , works great ,got the job done.",5.0 out of 5 stars,Verified Purchase
insects,Organic,B00D8NQ26C,Andrew P. Weinrauch,"Reviewed in the United States on August 25, 2023",Be careful. Will kill pollinators. I will look for another product.,4.0 out of 5 stars,Verified Purchase
insects,Chimique,B075QY4RP5,Alex Wagnon,"Reviewed in the United States on August 28, 2023",I was recommended this product from a friend. It has worked great for me.  A few plants had white spots and we treated them 3 days in a row. Make sure to spray both sides of leaves.,5.0 out of 5 stars,Verified Purchase
insects,Chimique,B075QY4RP5,Cass,"Reviewed in the United States on July 13, 2023","Iv tried many different sprays for my grandes. This is by far the BEST and safest Iv used. I of course didn’t want to spend the money for such a small bottle but the outcome is far better than i expected. This bottle is cheaper on Amazon the. Buying it directly from the product site. I do not have to treat my gardens as much, using this product, as I use to with other store bought items. Definitely 100 star rating.",5.0 out of 5 stars,Verified Purchase
insects,Chimique,B075QY4RP5,Dominic Bigotti,"Reviewed in the United States on October 17, 2023",Just like the tittle says this is a must have for any cannabis garden this stuff is nice,5.0 out of 5 stars,Verified Purchase
insects,Chimique,B075QY4RP5,Heatherc,"Reviewed in the United States on June 28, 2022",I like this product because it doesn't hurt the plant but it does not kill 100% of the spider mites. It keeps them in check so they don't get out of control but every few days I check my leaves and usually find a live one. I don't know if I'll ever be able to get rid of all the spider mites but this product will keep them in check. Knowing I have to use this product every few days on 12 plants makes this product  quite expensive.,4.0 out of 5 stars,Verified Purchase
insects,Chimique,B075QY4RP5,Amazon Customer,"Reviewed in the United States on March 4, 2021",I bought this strictly for powdery mold since I don’t have any issues with bugs but the fact that it works for that also is a bonus. It works as described and I continue using it just as a preventative. It’s pricey but it’s also concentrated so it lasts a long time. I can’t say how it work for bugs but it definitely works for killing fungus and mold. I highly recommend it.,5.0 out of 5 stars,Verified Purchase
insects,Chimique,B075QY4RP5,don davis,"Reviewed in the United States on November 28, 2022",use this all over my garden works well for pest and will take care of PM with ease....,5.0 out of 5 stars,Verified Purchase
insects,Chimique,B075QY4RP5,Kevin Palma,"Reviewed in the United States on August 29, 2022","Recommended by Soul who is transparent and amazing, does very well and the price is right too",5.0 out of 5 stars,Verified Purchase
insects,Chimique,B075QY4RP5,Hey Bud!,"Reviewed in the United States on January 25, 2019",Don’t be fooled by the simple ingredients this product WORKS! I had an emergency surgery and my garden suffered while I was in hospital!  Got mites and gnats something fierce. I used this for 3 applications just 3 days apart and the bugs were GONE! I was/am still amazed.  I have a small organic grow and Plant Therapy is my new “go to” for our weekly IPM routine.  Not to mention I had a question about drenching and the owner himself called!  Enjoyed talking to him as he was extremely knowledgeable about what we were doing.  Also must add though the label doesn’t talk about it...drenching the root zone is 100% ok and helped eliminate the gnats much quicker in my humble opinion!Thanks Plant Therapy!!!,5.0 out of 5 stars,Verified Purchase
insects,Chimique,B075QY4RP5,-Kat Johnson,"Reviewed in the United States on December 1, 2022",Absolutely love and reccommend this product! Saved my crop this year.,5.0 out of 5 stars,Verified Purchase
insects,Chimique,B075QY4RP5,Kenneth nash,"Reviewed in the United States on September 16, 2022",I have you used a lot of products to spray plants that have bugs in powdery mildew this is the only stuff that actually works,5.0 out of 5 stars,Verified Purchase
insects,Chimique,B075QY4RP5,Blank,"Reviewed in the United States on December 15, 2021",This stuff isn't cheap but it is the best IPM on the market imo. I had a small issue with my order but the seller went above and beyond to take care of the problem. I will definitely make future purchases from them.,5.0 out of 5 stars,Verified Purchase
insects,Chimique,B075QY4RP5,Jason,"Reviewed in the United States on February 22, 2021","Was very hopeful with this product and dealing with Powdery mildew on my garden plants .I’ve followed the guidelines and the spray for three days in a row and 14 days later , I’ve got issues again , I’ve used twice and about to use a third time .For the money , I’m not super happy with the product , it’s more like a small bandage, but recommended using for three days in a row then 8 -10 days later do it again.It’s something that you will use the whole time .This is not a fix all , just a heads up",3.0 out of 5 stars,Verified Purchase
insects,Chimique,B075QY4RP5,"Jennifer, Female 43 OH","Reviewed in the United States on October 20, 2022",It's my ipm management.  Twice a week and no issues,5.0 out of 5 stars,Verified Purchase
insects,Chimique,B075QY4RP5,Susan Stewart,"Reviewed in the United States on September 7, 2021",It's good stuff but who can afford that?,4.0 out of 5 stars,Verified Purchase
insects,Chimique,B075QY4RP5,Bonnie McDaniel,"Reviewed in the United States on June 4, 2022",This was a reorder.  Used last season and product is excellent.,5.0 out of 5 stars,Verified Purchase
insects,Chimique,B075QY4RP5,Flisland15,"Reviewed in the United States on January 15, 2022",Just add water super easy to use. This product has become part of regular maintenance for our indoor farm,5.0 out of 5 stars,Verified Purchase
insects,Chimique,B075QY4RP5,Carmen Murphy Lopez,"Reviewed in the United States on July 14, 2022",Works great on plants,5.0 out of 5 stars,Verified Purchase
insects,Chimique,B075QY4RP5,jerry rekowski,"Reviewed in the United States on February 18, 2022",this is real good,5.0 out of 5 stars,Verified Purchase
insects,Chimique,B075QY4RP5,Dawn Benjamin,"Reviewed in the United States on January 1, 2021",I had problems with Aphids and spider mites.  It took multiple applications but they are gone.  This is now part of my plant maintance.,5.0 out of 5 stars,Verified Purchase
insects,Chimique,B075QY4RP5,Loraine,"Reviewed in the United States on July 15, 2021",2 weeks of applying consistently and my plants are under control!,5.0 out of 5 stars,Verified Purchase
insects,Chimique,B075QY4RP5,Frank Vargas,"Reviewed in the United States on June 21, 2021",The product came with a broken cap and had partially spilled during shipping. I knew that the product was non-refundable and non-returnable but I assumed the distributor would be competent enough to deliver a sealed product. I have used the product since I am unable to return it and seems to be effective. I cannot give this product five stars due to the shipping issue but it is overall a good product.,2.0 out of 5 stars,Verified Purchase
insects,Chimique,B075QY4RP5,Philip Brown,"Reviewed in the United States on July 28, 2021",This stuff kills Everything it says.,5.0 out of 5 stars,Verified Purchase
insects,Chimique,B075QY4RP5,Amazon Customer,"Reviewed in the United States on March 16, 2021",I spray every weekend to keep PM at bay. It works great!,5.0 out of 5 stars,Verified Purchase
insects,Chimique,B075QY4RP5,Ryan M Wilson,"Reviewed in the United States on April 2, 2021",Yes it’s expensive but it does work great.,5.0 out of 5 stars,Verified Purchase
insects,Chimique,B075QY4RP5,Ryan D Hewitt,"Reviewed in the United States on September 6, 2020","Day 3 of use and just about all pest are down. Super pleased, will use in the future.",5.0 out of 5 stars,Verified Purchase
insects,Chimique,B075QY4RP5,shannon,"Reviewed in the United States on August 10, 2018","Love how this stuff is properly phd . Makes the mixing simple, plus its always the same ratio so it is simple. Stuff works great 2. Love that the bugs cant grow immune. 10 out of 10",5.0 out of 5 stars,Verified Purchase
insects,Chimique,B075QY4RP5,PjMcmailVoter,"Reviewed in the United States on July 21, 2020",Love this all natural way to keep the nasty leaf eaters and miners off my beautiful plants.,5.0 out of 5 stars,Verified Purchase
insects,Chimique,B075QY4RP5,Arnold,"Reviewed in the United States on October 30, 2020",This product is better than advertised!!! I can't stress it enough!!!!!! Ty,5.0 out of 5 stars,Verified Purchase
